,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,name,sales,gaondigital_times,gaondigital_firsts,yawards_total,Total_Population_City,Total_Asian_Population_City,Asian_Percentage_City,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County,day_of_week,is_holiday,Total population_state,Asian alone population_state,Asian percentage_state
292,2018-11-20,1,B.A.P.,,Parker Playhouse,Fort Lauderdale,Florida,United States,Miami-Ft. Lauderdale,US DOLLAR,JSJ Entertainment,"Asian Pop, Pop / Rock",281,40486.75,925,30%,81.36,229.49,144.08,11,Fort Lauderdale_Florida_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,182673.0,2775.0,1.519107914141663,Broward,1944375.0,75922.0,3.904699453551912,1,False,21538187.0,643682.0,2.988561664916365
294,2017-07-25,1,G-Dragon,,AmericanAirlines Arena,Miami,Florida,United States,Miami-Ft. Lauderdale,US DOLLAR,Live Nation,"Asian Pop, World","4,481",562097.2,"12,129",37%,65.00,219.00,125.44,7,Miami_Florida_United States,G-Dragon,UCeU5qTuBiqTU5z-hyL6WITQ,OfficialGDRAGON,"G-DRAGON Official YouTube Channel
G-DRAGON 공식 유튜브 채널입니다.",2012-07-17T04:18:48Z,264949182.0,2510000.0,3.0,G-Dragon,"['k-pop', 'k-rap']",2846502.0,58.0,G-DRAGON,896306.0,210.0,3.0,16.0,443665.0,6481.0,1.460786854946863,Miami-Dade,2701767.0,44124.0,1.633153414043476,1,False,21538187.0,643682.0,2.988561664916365
295,2017-04-29,1,Red Hot Chili Peppers,"BABYMETAL, Jack Irons",AmericanAirlines Arena,Miami,Florida,United States,Miami-Ft. Lauderdale,US DOLLAR,"AEG Presents, FPC Live (Frank Productions Concerts)",Pop / Rock,"13,554",1314362.0,"13,554",100%,53.00,103.00,96.97,4,Miami_Florida_United States,Red Hot Chili Peppers,UCEuOwB9vSL1oPKGNdONB4ig,Red Hot Chili Peppers,The official YouTube channel of the Red Hot Chili Peppers.,2007-02-06T02:06:34Z,7769503762.0,7760000.0,184.0,Red Hot Chili Peppers,"['alternative rock', 'funk metal', 'funk rock', 'permanent wave', 'rock']",20520337.0,82.0,,,,,,443665.0,6481.0,1.460786854946863,Miami-Dade,2701767.0,44124.0,1.633153414043476,5,False,21538187.0,643682.0,2.988561664916365
298,2023-11-04,1,Accusefive,,The Chelsea,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,IEM Group,Asian Pop,"1,727",303290.0,"2,261",76%,143.88,372.78,175.62,11,Las Vegas_Nevada_United States,Accusefive,UCj0Dl_XdIoAKzyfbPEu9WMw,告五人Accusefive,,2017-04-04T11:18:15Z,276197622.0,335000.0,64.0,Accusefive,"['mandopop', 'taiwan indie']",847027.0,62.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
299,2023-08-18,1,BLACKPINK,,Allegiant Stadium,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,AEG Presents,Asian Pop,"44,171",11429129.74,"65,000",68%,259.00,259.00,258.75,8,Las Vegas_Nevada_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,35298765519.0,93500000.0,596.0,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",48492443.0,81.0,Blackpink,6073383.0,577.0,8.0,26.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,4,False,3104614.0,272703.0,8.78379727721385
301,2023-01-28,2,JJ Lin,,MGM Grand Garden Arena,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,IEM Group,Asian Pop,"8,099",2464991.5,"9,459",86%,154.42,492.32,304.34,1,Las Vegas_Nevada_United States,JJ Lin,UCd91HSXKhsIv8PIjNrDByHQ,JJ Lin林俊傑,"JJ林俊傑 官方 YouTube 頻道，立即訂閱就可隨時零時差追蹤最新的 JJ 影音資訊!

The Official JJ Lin YouTube Channel",2006-02-11T12:21:49Z,1294952540.0,1500000.0,409.0,JJ Lin,"['mandopop', 'singaporean mandopop', 'singaporean pop']",2964924.0,66.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
302,2022-04-16,2,BTS,,Allegiant Stadium,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","50,210",9028917.5,"50,210",100%,60.00,275.00,179.82,4,Las Vegas_Nevada_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
303,2022-04-09,2,BTS,,Allegiant Stadium,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","49,638",8943507.5,"49,638",100%,60.00,275.00,180.17,4,Las Vegas_Nevada_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
304,2022-04-09,4,BTS,,MGM Grand Garden Arena,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,HYBE,"Asian Pop, Rap / HipHop","5,433",313908.75,"9,200",59%,55.00,60.00,57.78,4,Las Vegas_Nevada_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
307,2018-11-24,1,Rene Liu,Jonathan Lee,Park Theater At Park MGM Las Vegas,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,(In-House Promotion),World,"3,894",524461.0,"5,158",75%,88.00,198.00,134.68,11,Las Vegas_Nevada_United States,Rene Liu,UCqOLMHiPIvAvjZ8sKIS9nPQ,劉若英Rene Liu,,2007-02-13T15:58:36Z,41754788.0,26400.0,49.0,Rene Liu,"['mandopop', 'taiwan singer-songwriter']",320794.0,47.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
309,2009-12-24,2,Rain,,The Colosseum At Caesars Palace,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,Caesars Entertainment Inc.,Asian Pop,"3,388",606372.0,"3,964",85%,98.00,288.00,178.98,12,Las Vegas_Nevada_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,3,False,3104614.0,272703.0,8.78379727721385
310,2007-02-18,2,Jacky Cheung,,The Colosseum At Caesars Palace,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,"(In-House Promotion), AEG Presents, Concerts West",Asian Pop,"4,125",705762.0,"4,125",100%,89.09,261.82,171.07,2,Las Vegas_Nevada_United States,Jacky Cheung,UCq4OYN0rGrBK-cJSR-6Vorw,張學友 Jacky Cheung,,2023-12-07T04:53:03.02666Z,159172378.0,121000.0,0.0,Jacky Cheung,"['c-pop', 'classic mandopop']",1769192.0,61.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,6,False,3104614.0,272703.0,8.78379727721385
311,2006-12-23,2,Rain,,The Colosseum At Caesars Palace,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,"(In-House Promotion), AEG Presents, Concerts West",Asian Pop,"3,922",690910.0,"3,927",100%,98.00,288.00,176.14,12,Las Vegas_Nevada_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
312,2006-05-27,1,A-Mei,,The Axis at Planet Hollywood,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,Jade Presents,Asian Pop,"3,701",356775.0,"7,019",53%,50.00,168.00,96.4,5,Las Vegas_Nevada_United States,A-Mei,UCvd6PHv3NcPwpHYbPKRJgBQ,苗家阿美 Hmongb Amei,"Hello everyone, this is the only official account of [Hmongb Amei] on YouTube, welcome to subscribe.
本频道是Hmongb Amei 苗家阿美唯一正版频道，细心观众可通过视频上传时间和抖音、快手保持一致、甚至更早来判断。欢迎订阅和支持正版。",2021-09-03T08:57:16.645577Z,1418219.0,8210.0,352.0,A-Mei,['mandopop'],920158.0,59.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
313,2005-05-28,1,Fei Yu Ching,,Mandalay Bay Events Center,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,"(In-House Promotion), Jade Presents","Asian Pop, Pop / Rock","4,762",473820.0,"5,459",87%,50.00,168.00,99.5,5,Las Vegas_Nevada_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,40114616.0,51800.0,1156.0,Fei Yu Ching,"['c-pop', 'classic mandopop']",131353.0,47.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
314,2004-05-08,1,Fei Yu Ching,,Mandalay Bay Events Center,Las Vegas,Nevada,United States,Las Vegas,US DOLLAR,(In-House Promotion),"Asian Pop, Pop / Rock","4,232",387630.0,"4,591",92%,48.00,168.00,91.59,5,Las Vegas_Nevada_United States,Fei Yu Ching,UCz8-WnBsFqpsWquij7_AINg,Fei Yu-ching - Topic,,2013-07-21T21:05:32Z,40114616.0,51800.0,1156.0,Fei Yu Ching,"['c-pop', 'classic mandopop']",131353.0,47.0,,,,,,644835.0,44351.0,6.877883489574852,Clark,2265461.0,237663.0,10.490712486332804,5,False,3104614.0,272703.0,8.78379727721385
318,2023-02-05,1,JJ Lin,,Mohegan Sun Arena,Uncasville,Connecticut,United States,Hartford-New Haven,US DOLLAR,IEM Group,Asian Pop,"5,673",1603214.0,"5,982",95%,178.00,398.00,282.6,2,Uncasville_Connecticut_United States,JJ Lin,UCd91HSXKhsIv8PIjNrDByHQ,JJ Lin林俊傑,"JJ林俊傑 官方 YouTube 頻道，立即訂閱就可隨時零時差追蹤最新的 JJ 影音資訊!

The Official JJ Lin YouTube Channel",2006-02-11T12:21:49Z,1294952540.0,1500000.0,409.0,JJ Lin,"['mandopop', 'singaporean mandopop', 'singaporean pop']",2964924.0,66.0,,,,,,27596.0,648.0,2.348166,New London,268555.0,10814.0,4.026735677980302,6,False,3605944.0,172455.0,4.782520194434523
319,2022-02-06,1,Jonathan Lee,,Mohegan Sun Arena,Uncasville,Connecticut,United States,Hartford-New Haven,US DOLLAR,(In-House Promotion),Asian Pop,"4,171",775158.0,"6,717",62%,98.00,268.00,185.84,2,Uncasville_Connecticut_United States,Jonathan Lee,UCkkBZ483t5wK4nn2ZXzV8JA,Jonathan Lee,,2017-06-08T20:08:26Z,202304.0,4420.0,15.0,Jonathan Lee,[],1850.0,24.0,,,,,,27596.0,648.0,2.348166,New London,268555.0,10814.0,4.026735677980302,6,False,3605944.0,172455.0,4.782520194434523
320,2019-11-29,2,Jonathan Lee,,Mohegan Sun Arena,Uncasville,Connecticut,United States,Hartford-New Haven,US DOLLAR,IEM Group,Asian Pop,"4,208",591709.0,"4,539",93%,98.00,238.00,140.62,11,Uncasville_Connecticut_United States,Jonathan Lee,UCkkBZ483t5wK4nn2ZXzV8JA,Jonathan Lee,,2017-06-08T20:08:26Z,202304.0,4420.0,15.0,Jonathan Lee,[],1850.0,24.0,,,,,,27596.0,648.0,2.348166,New London,268555.0,10814.0,4.026735677980302,4,False,3605944.0,172455.0,4.782520194434523
321,2018-09-23,1,Jane Zhang,,Mohegan Sun Arena,Uncasville,Connecticut,United States,Hartford-New Haven,US DOLLAR,"(In-House Promotion), IEM Group",Asian Pop,"5,535",834770.0,"6,778",82%,78.00,238.00,150.82,9,Uncasville_Connecticut_United States,Jane Zhang,UCqCKCd2zu1Kwi9SdPnsOBbQ,張靚穎 Jane Zhang,"Jane Zhang's Official Channel
張靚穎官方專屬頻道",2017-06-20T04:27:16Z,45998454.0,125000.0,44.0,Jane Zhang,['mainland chinese pop'],80896.0,45.0,,,,,,27596.0,648.0,2.348166,New London,268555.0,10814.0,4.026735677980302,6,False,3605944.0,172455.0,4.782520194434523
322,2023-10-26,1,"""KBS Immortal Songs Live""","Psy, ATEEZ, Kim Taewoo, Lena Park, Patti Kim, Kim Taewoo",Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,Studio Pav M&C,,"6,892",1122773.25,"12,614",55%,75.00,355.00,162.91,10,Newark_New Jersey_United States,"""KBS Immortal Songs Live""",UCBSkWzQJ13Ns4nDoAiLtbdA,YunTeng_,,2022-05-12T02:34:34.467815Z,110.0,1.0,1.0,"""KBS Immortal Songs Live""",['classic korean pop'],3985.0,46.0,,,,,,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,3,False,9288994.0,950090.0,10.228125887475006
324,2023-07-11,1,Rain,,Bergen Performing Arts Ctr.,Englewood,New Jersey,United States,New York,US DOLLAR,(In-House Promotion),Asian Pop,820,52522.5,"1,371",60%,35.00,95.00,64.05,7,Englewood_New Jersey_United States,Rain,UCH_sVF6GyDgFTwnvluHanbQ,Rain,"Rain Official Youtube Channel
(Channel is nonactived)

🇬🇧
Nice to meet you, I'm Elder Fiftz Rainiiez (nickname only). Call me Rain.

My content is
★ GBTI (GachaBloxTuber Indonesia)
★ Entertainment only
★ Rated age 10+

🇮🇩
Senang bertemu denganmu, saya adalah Elder Fiftz Rainiiez (nama samaran saja). Panggil saya Rain.

Konten saya, yakni
★ GBTI (GachaBloxTuber Indonesia)
★ Hiburan saja
★ Dinilai untuk usia 10+

Enjoy watching ╰⁠(⁠ ⁠･⁠ ⁠ᗜ⁠ ⁠･⁠ ⁠)⁠➝",2021-07-21T03:24:12.159155Z,14273235.0,80100.0,237.0,Rain,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",1477480.0,59.0,Rain,1244351.0,150.0,6.0,11.0,29109.0,3614.0,12.41540417053145,Bergen,955732.0,158630.0,16.597749159806305,1,False,9288994.0,950090.0,10.228125887475006
325,2023-07-06,1,Twice,,MetLife Stadium,East Rutherford,New Jersey,United States,New York,US DOLLAR,Live Nation,Asian Pop,"47,907",7557127.0,"47,907",100%,53.50,223.50,157.75,7,East Rutherford_New Jersey_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,10020.0,2516.0,25.109780439121757,Bergen,955732.0,158630.0,16.597749159806305,3,False,9288994.0,950090.0,10.228125887475006
328,2022-11-28,2,ATEEZ,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,AEG Presents,Asian Pop,"10,963",1613007.0,"10,963",100%,54.50,280.50,147.13,11,Newark_New Jersey_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,882551629.0,3810000.0,1369.0,ATEEZ,"['k-pop', 'k-pop boy group']",3823462.0,73.0,ATEEZ,7769481.0,6.0,0.0,8.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,0,False,9288994.0,950090.0,10.228125887475006
329,2022-11-14,2,BLACKPINK,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,AEG Presents,Asian Pop,"11,964",3297758.38,"11,964",100%,79.50,"1,250.00",275.64,11,Newark_New Jersey_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,35298765519.0,93500000.0,596.0,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",48492443.0,81.0,Blackpink,6073383.0,577.0,8.0,26.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,0,False,9288994.0,950090.0,10.228125887475006
331,2022-09-06,1,SEVENTEEN,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,"HYBE, Live Nation",Asian Pop,"10,717",1428433.5,"10,717",100%,59.50,179.50,133.29,9,Newark_New Jersey_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5396738590.0,11000000.0,1959.0,SEVENTEEN,"['k-pop', 'k-pop boy group']",11191473.0,79.0,Seventeen,33378003.0,290.0,1.0,48.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,1,False,9288994.0,950090.0,10.228125887475006
332,2022-06-29,2,Stray Kids,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,(In-House Promotion),"Asian Pop, World","12,093",1762657.82,"12,093",100%,49.50,179.50,145.76,6,Newark_New Jersey_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,2,False,9288994.0,950090.0,10.228125887475006
333,2022-01-24,1,ATEEZ,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,My Music Taste,Asian Pop,"11,148",1122904.3,"11,242",99%,44.00,204.00,100.73,1,Newark_New Jersey_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,882551629.0,3810000.0,1369.0,ATEEZ,"['k-pop', 'k-pop boy group']",3823462.0,73.0,ATEEZ,7769481.0,6.0,0.0,8.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,0,False,9288994.0,950090.0,10.228125887475006
334,2020-01-10,1,SEVENTEEN,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,"7,636",888980.0,"7,930",96%,116.00,0.00,116.42,1,Newark_New Jersey_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5396738590.0,11000000.0,1959.0,SEVENTEEN,"['k-pop', 'k-pop boy group']",11191473.0,79.0,Seventeen,33378003.0,290.0,1.0,48.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,4,False,9288994.0,950090.0,10.228125887475006
335,2019-07-21,1,Twice,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,"10,271",1064899.0,"10,735",96%,44.50,194.50,103.68,7,Newark_New Jersey_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,6,False,9288994.0,950090.0,10.228125887475006
336,2019-06-27,1,Got7,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,"(In-House Promotion), Live Nation","Asian Pop, World","5,571",721289.0,"7,717",72%,44.50,194.50,129.47,6,Newark_New Jersey_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590.0,6210000.0,579.0,Got7,"['k-pop', 'k-pop boy group']",6543496.0,60.0,GOT7,4396999.0,46.0,0.0,17.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,3,False,9288994.0,950090.0,10.228125887475006
337,2019-05-18,2,BTS,,MetLife Stadium,East Rutherford,New Jersey,United States,New York,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop","49,287",7025205.0,"49,287",100%,55.00,250.00,142.54,5,East Rutherford_New Jersey_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,10020.0,2516.0,25.109780439121757,Bergen,955732.0,158630.0,16.597749159806305,5,False,9288994.0,950090.0,10.228125887475006
338,2019-05-14,1,Stray Kids,,Prudential Hall,Newark,New Jersey,United States,New York,US DOLLAR,(In-House Promotion),"Asian Pop, World","5,359",729771.0,"5,526",97%,69.00,199.00,136.18,5,Newark_New Jersey_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,1,False,9288994.0,950090.0,10.228125887475006
340,2019-02-17,1,Red Velvet,,Prudential Hall,Newark,New Jersey,United States,New York,US DOLLAR,(In-House Promotion),"Asian Pop, World","2,785",387989.0,"2,843",98%,69.00,199.00,139.31,2,Newark_New Jersey_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1633341609.0,5430000.0,405.0,Red Velvet,"['k-pop', 'k-pop girl group']",9012919.0,71.0,Red Velvet,4955389.0,512.0,3.0,19.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,6,False,9288994.0,950090.0,10.228125887475006
341,2018-07-22,1,Monsta X,,Prudential Hall,Newark,New Jersey,United States,New York,US DOLLAR,"(In-House Promotion), AEG Presents","Asian Pop, World","2,775",312295.0,"2,775",100%,45.00,195.00,112.54,7,Newark_New Jersey_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,6,False,9288994.0,950090.0,10.228125887475006
343,2017-08-12,1,JJCC,,Bergen Performing Arts Ctr.,Englewood,New Jersey,United States,New York,US DOLLAR,(In-House Promotion),Asian Pop,120,2752.5,"1,366",9%,15.00,149.00,22.94,8,Englewood_New Jersey_United States,JJCC,UC4fGYf1YTRcFtSZyX1odeZw,JJCC ShaShaNe 샤샤네,Official JJCC / ShaShaNe 샤샤네,2014-02-06T09:19:56Z,6604800.0,85400.0,114.0,JJCC,['k-pop boy group'],76733.0,13.0,JJCC,3169.0,0.0,0.0,0.0,29109.0,3614.0,12.41540417053145,Bergen,955732.0,158630.0,16.597749159806305,5,False,9288994.0,950090.0,10.228125887475006
345,2017-03-23,2,BTS,,Prudential Center,Newark,New Jersey,United States,New York,US DOLLAR,AEG Presents,"Asian Pop, Rap / HipHop","11,306",1674250.0,"11,306",100%,50.00,250.00,148.09,3,Newark_New Jersey_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,307355.0,6192.0,2.014608514584113,Essex,863728.0,47591.0,5.509952207176334,3,False,9288994.0,950090.0,10.228125887475006
