Unnamed: 0.1,Unnamed: 0,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Company Type,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Unnamed: 21,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,day_of_week,is_holiday,Total population,Asian alone population,Asian percentage,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County
238,333,6/27/19,1,Got7,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,"(In-House Promotion), Live Nation","Asian Pop, World",5571,721289.0,7717,72,44.5,194.5,129.47,,6,Newark_New Jersey_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,3,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
239,340,5/18/19,2,BTS,,MetLife Stadium,East Rutherford,New Jersey,United States,New York,,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop",49287,7025205.0,49287,100,55.0,250.0,142.54,,5,East Rutherford_New Jersey_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22512616705,77500000,2451,BTS,"['k-pop', 'k-pop boy group', 'pop']",71614600,87,5,False,9288994,950090,10.22812589,Bergen,955732,158630,16.597749159806305
240,341,5/14/19,1,Stray Kids,,Prudential Hall,Newark,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),"Asian Pop, World",5359,729771.0,5526,97,69.0,199.0,136.18,,5,Newark_New Jersey_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,1,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
241,351,4/24/19,1,NCT 127,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,Subkulture Entertainment,Asian Pop,5869,839206.0,6447,91,74.0,210.0,142.99,,4,Newark_New Jersey_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,2,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
242,357,2/17/19,1,Red Velvet,,Prudential Hall,Newark,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),"Asian Pop, World",2785,387989.0,2843,98,69.0,199.0,139.31,,2,Newark_New Jersey_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】 ➫ 2024.03.12 6PM KST

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1584351799,5420000,383,Red Velvet,"['k-pop', 'k-pop girl group']",8934728,71,6,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
243,387,7/22/18,1,Monsta X,,Prudential Hall,Newark,New Jersey,United States,New York,,US DOLLAR,"(In-House Promotion), AEG Presents","Asian Pop, World",2775,312295.0,2775,100,45.0,195.0,112.54,,7,Newark_New Jersey_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,6,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
244,437,8/12/17,1,JJCC,,Bergen Performing Arts Ctr.,Englewood,New Jersey,United States,New York,,US DOLLAR,(In-House Promotion),Asian Pop,120,2752.5,1366,9,15.0,149.0,22.94,,8,Englewood_New Jersey_United States,JJCC,UC4fGYf1YTRcFtSZyX1odeZw,JJCC ShaShaNe 샤샤네,Official JJCC / ShaShaNe 샤샤네,2014-02-06T09:19:56Z,6604800,85500,114,JJCC,['k-pop boy group'],76483,13,5,False,9288994,950090,10.22812589,Bergen,955732,158630,16.597749159806305
245,472,4/25/17,1,EXO,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,My Music Taste,"Asian Pop, World",5999,998411.0,10967,55,75.0,210.0,166.43,,4,Newark_New Jersey_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,1,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
246,481,3/23/17,2,BTS,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,AEG Presents,"Asian Pop, Rap / HipHop",11306,1674250.0,11306,100,50.0,250.0,148.09,,3,Newark_New Jersey_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22512616705,77500000,2451,BTS,"['k-pop', 'k-pop boy group', 'pop']",71614600,87,3,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
247,537,2/21/16,1,EXO,,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,My Music Taste,"Asian Pop, World",9919,1418705.0,12031,82,65.0,200.0,143.03,,2,Newark_New Jersey_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,6,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
248,544,10/10/15,2,Bigbang (Korea),,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,Live Nation,Asian Pop,10951,1698849.5,11992,91,65.0,239.0,155.12,,10,Newark_New Jersey_United States,Bigbang (Korea),UCn5Fol5NEcyotSwqrxsedtA,Bigbear Korea channel,"ทางช่องเป็นเพียงสื่อกลางในการนำเสนอแนวทางตัวเลขสำหรับซื้อสลากกินแบ่งรัฐบาลที่ถูกกฎหมายเท่านั้น

ติดต่องานโฆษณา ลิขสิทธิ์ละเมิด อื่นๆ 
ไลน์ไอดี basbasbellbell2 
เพจเฟสบุ๊ค Bigbear Korea Channel ช่องหวย
เฟสบุ๊คส่วนตัวแอดมิน (สำหรับติดต่อเรื่องด่วนเท่านั้น) คิม คายุน",2016-05-20T11:38:40Z,6403033,269000,333,Bigbang (Korea),"['k-pop', 'k-pop boy group']",4850292,64,5,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
250,590,11/9/12,2,Bigbang (Korea),,Prudential Center,Newark,New Jersey,United States,New York,,US DOLLAR,Live Nation,Asian Pop,9181,1165053.0,10380,88,46.5,196.5,126.9,,11,Newark_New Jersey_United States,Bigbang (Korea),UCn5Fol5NEcyotSwqrxsedtA,Bigbear Korea channel,"ทางช่องเป็นเพียงสื่อกลางในการนำเสนอแนวทางตัวเลขสำหรับซื้อสลากกินแบ่งรัฐบาลที่ถูกกฎหมายเท่านั้น

ติดต่องานโฆษณา ลิขสิทธิ์ละเมิด อื่นๆ 
ไลน์ไอดี basbasbellbell2 
เพจเฟสบุ๊ค Bigbear Korea Channel ช่องหวย
เฟสบุ๊คส่วนตัวแอดมิน (สำหรับติดต่อเรื่องด่วนเท่านั้น) คิม คายุน",2016-05-20T11:38:40Z,6403033,269000,333,Bigbang (Korea),"['k-pop', 'k-pop boy group']",4850292,64,4,False,9288994,950090,10.22812589,Essex,863728,47591,5.509952207176334
253,21,10/10/23,1,ENHYPEN,,Desert Diamond Arena,Glendale,Arizona,United States,Phoenix,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,8551,1496035.0,9698,88,59.5,549.5,174.95,,10,Glendale_Arizona_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,1,False,7151502,257430,3.599663399,Maricopa,4420568,203696,4.607914639023764
254,125,3/22/23,1,CIX,,The Marquee,Tempe,Arizona,United States,Phoenix,,US DOLLAR,Lucky Man Concerts,Asian Pop,571,33118.0,2200,26,58.0,58.0,58.0,,3,Tempe_Arizona_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,231851029,1040000,647,CIX,['k-pop'],610025,49,2,False,7151502,257430,3.599663399,Maricopa,4420568,203696,4.607914639023764
255,180,11/10/22,1,ATEEZ,,Desert Diamond Arena,Glendale,Arizona,United States,Phoenix,,US DOLLAR,AEG Presents,Asian Pop,9129,1278515.5,9309,98,49.5,275.5,140.05,,11,Glendale_Arizona_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,856070112,3760000,1328,ATEEZ,"['k-pop', 'k-pop boy group']",3714443,73,3,False,7151502,257430,3.599663399,Maricopa,4420568,203696,4.607914639023764
256,305,10/1/19,1,BABYMETAL,Avatar,The Marquee,Tempe,Arizona,United States,Phoenix,,US DOLLAR,"(In-House Promotion), Lucky Man Concerts","Asian Pop, Pop / Rock",1582,78955.5,1750,90,39.0,89.0,49.91,,10,Tempe_Arizona_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,1,False,7151502,257430,3.599663399,Maricopa,4420568,203696,4.607914639023764
258,23,10/7/23,1,tripleS,,Uptown Theater,Kansas City,Missouri,United States,Kansas City,,US DOLLAR,Mammoth,Asian Pop,303,29571.5,1234,25,58.5,198.5,97.6,,10,Kansas City_Missouri_United States,tripleS,UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,"tripleS

The idol of all possibillities 

The world's first decentralized artist.
",2022-02-16T08:35:10.003571Z,299998708,2280000,1404,tripleS,['k-pop girl group'],334787,56,5,False,6154913,133377,2.167000573,Jackson,717204,15201,2.1194806498569445
259,232,8/8/22,1,Loona,,Uptown Theater,Kansas City,Missouri,United States,Kansas City,,US DOLLAR,Mammoth,Asian Pop,1673,173050.0,1673,100,55.0,125.0,103.44,,8,Kansas City_Missouri_United States,Loona,UCOJplhB0wGQWv9OuRmMT-4g,loonatheworld,"More about LOOΠΔ/ 

iTunes: https://itun.es/us/zV5Dgb
Spotify: https://goo.gl/LJpPj1

LOOΠΔ Official : http://www.loonatheworld.com
LOOΠΔ Instagram : https://www.instagram.com/loonatheworld/
LOOΠΔ Twitter : https://twitter.com/loonatheworld
LOOΠΔ Facebook : https://www.facebook.com/loonatheworld/
LOOΠΔ Official Korean Fan Cafe : http://cafe.daum.net/loonatheworld

Copyrights 2016 ⓒ BlockBerryCreative. All Rights Reserved.",2016-08-31T11:43:03Z,870271221,1940000,1113,Loona,"['k-pop', 'k-pop girl group']",2420902,56,0,False,6154913,133377,2.167000573,Jackson,717204,15201,2.1194806498569445
260,407,5/8/18,1,BABYMETAL,,Uptown Theater,Kansas City,Missouri,United States,Kansas City,,US DOLLAR,Mammoth,"Asian Pop, Pop / Rock",2352,79220.0,2400,98,29.0,45.0,33.68,,5,Kansas City_Missouri_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,1,False,6154913,133377,2.167000573,Jackson,717204,15201,2.1194806498569445
261,464,5/28/17,1,Mua He Ruc Ro,"Dan Truong, Thanh Thao, Duong Trieu Vu",Hollywood Casino Amphitheatre,Maryland Heights,Missouri,United States,St. Louis,,US DOLLAR,(In-House Promotion),Asian Pop,116,3232.0,19424,1,25.0,45.0,27.86,,5,Maryland Heights_Missouri_United States,Mua He Ruc Ro,UC0jDoh3tVXCaqJ6oTve8ebA,FAPTV,"FAPTV được thành lập vào ngày 14/02/2014 bởi các thành viên: Đạo diễn Trần Đức Viễn, Rapper Thái Vũ (Black Bi), AT117 (Tài trợ về thiết bị) và người mẫu Ribi Sachi với niềm đam mê về nghệ thuật, mong muốn tạo ra điều khác biệt so với các nội dung video trên các mạng xã hội.

Năm 2014 cũng là thời điểm mạng xã hội Youtube phát triển mạnh tại Việt Nam, các tiểu phẩm trên kênh FAPTV của nhóm ban đầu rất may mắn được cộng đồng mạng đón nhận, và thật sự tạo ra dấu ấn riêng khi Producer Trần Long, Vinh Râu cùng Huỳnh Phương tham gia trong sitcom Cơm Nguội. Nhóm hy vọng kênh FAPTV là nơi mọi người có thể truy cập để giải trí sau những giờ làm việc để giải toả những căng thẳng, mệt mỏi bằng những tình huống hài về các cuộc sống đời thường được kể theo cách riêng, dí dỏm và hài hước của FAPTV.

",2014-02-26T15:44:42Z,5617814651,13900000,1073,Mua He Ruc Ro,"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']",865462,64,6,False,6154913,133377,2.167000573,St. Louis,1004125,48784,4.85835926801942
262,28,9/28/23,1,"BABYMETAL, Metalocalypse: Dethklok",Jason Richardson,Steelhouse Omaha,Omaha,Nebraska,United States,Omaha,,US DOLLAR,"Live Nation, Omaha Performing Arts Presents","Asian Pop, Pop / Rock",2159,119045.0,2821,77,55.0,75.0,55.14,,9,Omaha_Nebraska_United States,"BABYMETAL, Metalocalypse: Dethklok",UCsuErkHQ1ix25ZoBwqGyjHQ,Metalocalypse: Dethklok - Topic,,2013-09-14T06:11:31Z,91105105,64400,139,"BABYMETAL, Metalocalypse: Dethklok",['comic metal'],399605,54,3,False,1961504,52951,2.699510172,Douglas,584526,27827,4.760609451076599
263,31,9/24/23,1,tripleS,,The Tabernacle,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,316,29059.85,1572,20,57.0,107.0,91.96,,9,Atlanta_Georgia_United States,tripleS,UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,"tripleS

The idol of all possibillities 

The world's first decentralized artist.
",2022-02-16T08:35:10.003571Z,299998708,2280000,1404,tripleS,['k-pop girl group'],334787,56,6,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
264,58,7/9/23,1,Twice,,Truist Park,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,Live Nation,Asian Pop,28568,4297650.0,28568,100,54.5,224.5,150.44,,7,Atlanta_Georgia_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,5897909757,16900000,1460,Twice,"['k-pop', 'k-pop girl group', 'pop']",19653966,81,6,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
265,84,5/20/23,2,TOMORROW X TOGETHER,,Gas South Arena,Duluth,Georgia,United States,Atlanta,,US DOLLAR,"HYBE, Live Nation",Asian Pop,8902,1322982.0,9527,93,59.5,199.5,148.62,,5,Duluth_Georgia_United States,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,TOMORROW X TOGETHER OFFICIAL,"#투모로우바이투게더 공식 유튜브 입니다.
This is the official YouTube for #TOMORROW_X_TOGETHER",2018-12-21T01:41:52Z,1933565861,11600000,1942,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",9608554,76,5,False,10711908,479028,4.471920409,Gwinnett,957062,127152,13.285659654233479
266,124,3/23/23,2,Stray Kids,,State Farm Arena,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,Live Nation,"Asian Pop, World",11509,1276752.5,11509,100,49.5,179.5,110.93,,3,Atlanta_Georgia_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4625292848,15800000,1015,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",14634767,82,3,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
267,151,2/1/23,1,P1harmony,,Coca-Cola Roxy,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,"(In-House Promotion), Live Nation",Asian Pop,2461,197957.5,3898,63,65.5,176.5,80.44,,2,Atlanta_Georgia_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,116554621,995000,1049,P1harmony,"['k-pop', 'k-pop boy group']",1053112,64,2,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
268,165,1/13/23,1,NCT 127,,State Farm Arena,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,Dream Maker Entertainment,Asian Pop,10101,1344596.5,10101,100,59.5,59.5,133.12,,1,Atlanta_Georgia_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,4,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
269,184,11/5/22,1,ITZY,,Fox Theatre,Atlanta,Georgia,United States,Atlanta,,US DOLLAR,Live Nation,Asian Pop,4426,438558.0,4426,100,45.5,121.0,99.09,,11,Atlanta_Georgia_United States,ITZY,UCDhM2k2Cua-JdobAh5moMFg,ITZY,"ITZY ""BORN TO BE""
https://ITZY.lnk.to/BORNTOBE

📌Release
2024.01.08 MON 6PM (KST) | 4AM (EST)

#ITZY #MIDZY 
#ITZYComeback
#ITZY_BORNTOBE
#ITZY_UNTOUCHABLE
",2019-01-14T08:52:03Z,2699478459,9020000,1479,ITZY,"['k-pop', 'k-pop girl group']",6894287,73,5,False,10711908,479028,4.471920409,Fulton,1066710,80949,7.588660460668785
